mean_entropy,mean_power,variance,stddev,max_vel,amp_density,kurtosis,zernike_moment,periodicity,mean_torso_power,pos_neg_ratio,doppler_offset,main_lobe_width,auto_correlation,envelope_width,limb_asymmetry,limb_power,limb_smoothness,clean_kurtosis,motion_duration,doppler_peak_velocity,doppler_symmetry_index,cepstral_entropy,range_bin_span,doppler_bandwidth,skew_val,contrast,dissimilarity,homogeneity,energy,correlation,ASM
9.428474544512522,3963824.072497308,1770208529747029.0,42073846.14873032,0.4202586206896552,0.0003733435270132,559.0444062618901,0.1749460697409742,0.9959823906914173,27615041.392744336,1.559557092073142,0.1114003283606897,1.3900862068965516,0.9959823906914173,25.829741379310345,25.829741379310345,207487885708.17343,0.0,1560.4205200042911,0.62,0.4525862068965517,0.2186148118383723,1.2180989724007911,5.0,0.6893490068762037,3.582983961260865,5.627076854615908,0.2106147904712451,0.9757561073530204,0.9583452920716647,0.9123827947024704,0.91842739783723
7.722608743055596,1129584.6484206426,456424539664852.25,21364094.63714417,0.3232758620689655,0.0003092515592515,1550.5017778390788,0.1381573984615306,0.9976936057100062,17119882.11621309,11.052230470854775,0.3025758886302476,0.1616379310344827,0.9976936057100062,25.829741379310345,25.829741379310345,17635046953.4098,0.0,3110.9465761521924,0.3,0.3232758620689655,0.8340556127899739,1.17385095947849,3.0,0.2208306211326308,8.534159039924921,3.2418787599546803,0.0891494587727583,0.9894026190683718,0.9814112948988823,0.9071220435157612,0.9631686020618224
7.656319675153495,6773668.624911489,1.6344405202567132e+16,127845239.2643822,0.1939655172413793,0.0003794178794178,1264.1189807799556,0.1726521608536147,0.99703840208426,193563934.92426,8.795263108570602,0.2220902515167002,0.1939655172413793,0.99703840208426,25.829741379310345,25.829741379310345,47980422231.86685,0.0,3795.2631701142304,0.38,0.2262931034482758,0.7958196755072304,1.1417773869827317,4.0,0.1993758087366501,8.36671101734396,3.3606015645389813,0.0933695654088677,0.9895027736338904,0.9815190606596678,0.9098649249958726,0.963380368551246
8.190194311925103,1117368.6504407462,238345301269768.72,15438435.842719585,0.1939655172413793,0.0004028066528066,830.0930911301681,0.1056690762150153,0.995876094003686,41513057.44165646,0.62522155273825,-0.0287019714768471,0.0969827586206896,0.995876094003686,25.829741379310345,25.829741379310345,34012287721.417763,0.0,4714.053416287187,0.53,-0.1293103448275862,-0.2306014503870601,1.0430785738182105,4.0,0.2671418627615939,7.583858618417619,4.856580014365491,0.1471237818885281,0.9843562468747368,0.9739832961601024,0.9119018388472002,0.9486441265091048
7.84676503766488,12197183.03280663,3.84419912051744e+16,196066292.8837448,-0.2262931034482758,0.0003196465696465,953.7661361492576,0.1801520547205651,0.9967937164467005,452935656.2087065,0.0313728261592907,-0.198059081558053,0.1293103448275862,0.9967937164467005,25.829741379310345,25.829741379310345,83832178702.93141,0.0,6585.567490058372,0.42,-0.1616379310344827,-0.9391629770271932,1.1266802583356863,3.0,0.1419271621417615,9.585046684985484,3.748169992177787,0.1169762278940983,0.9882808960706128,0.980559580918576,0.9108213193927356,0.961498050557876
7.799595635051378,6281798.45304865,1.2738561278553448e+16,112865235.03078106,-0.1939655172413793,0.0002208939708939,1831.0626653493143,0.1162662019929409,0.995975833303774,215689970.48972815,0.2667614260759634,-0.1541332689875545,0.1293103448275862,0.995975833303774,25.829741379310345,25.829741379310345,214102944919.3828,0.0,5618.940118757099,0.17,-0.1616379310344827,-0.578829256109719,1.0302985162430711,5.0,0.245068823825766,8.357373683766458,2.3993722275060567,0.0834645441203547,0.9895350847933186,0.98278608779683,0.9104290346607246,0.9658689788309612
7.806653682204865,1110561.894945816,342538634076982.2,18507799.27698002,0.355603448275862,0.0003820166320166,1102.336265708934,0.1215119322607977,0.9970507781400206,26694099.183941115,36.16913628472042,0.2791923552244841,0.1939655172413793,0.9970507781400206,25.829741379310345,25.829741379310345,16154582718.698378,0.0,4975.4607671847925,0.33,0.2262931034482758,0.9461919161995118,0.9075512807627212,3.0,0.2070548113023293,8.061218450670605,3.789853382224449,0.1106487757441302,0.9891678170120513,0.9826017518298228,0.9162378169879466,0.9655065449042508
8.215133579429212,123959.34627538352,2579857905201.847,1606193.6076332289,0.1939655172413793,0.0005067567567567,591.7604480690362,0.1214035952602263,0.9911124611637246,4978231.658049782,0.759420507281183,-0.0152640006633806,0.1293103448275862,0.9911124611637246,25.829741379310345,25.829741379310345,1338289989.887777,0.0,8116.038013949828,0.59,-0.1616379310344827,-0.1367379155370775,1.244077107020981,14.0,0.2452639304330765,7.075775995244749,5.391994148839843,0.1725938978530707,0.9838815666077548,0.9761030639364522,0.9118070411956952,0.952778144444502
8.316393429854127,3938341.962896492,3005299842150685.0,54820615.12014149,0.5172413793103449,0.0001845114345114,1416.328626598829,0.1654352356409051,0.969860654813752,39663027.97319865,1.1563006242761285,-0.0957966104601482,0.3232758620689654,0.969860654813752,25.829741379310345,25.829741379310345,223545867010.77667,0.0,1182.8315660658996,0.16,0.5172413793103449,0.0724855442309204,1.0033637336642185,6.0,0.660256313623855,5.346384066765864,2.3443071998500966,0.1023382168798064,0.9846921517588918,0.9731492428054284,0.9093707145924792,0.947020341097158
9.437610289907434,17471508.167524226,3.1704223773904104e+16,178056799.29141742,-0.5818965517241379,0.0005874108053007,361.80589877539165,0.1057544202122919,0.9966614271837188,83316057.96315944,0.5259732456640075,-0.2324277527091316,0.355603448275862,0.9966614271837188,25.829741379310345,25.829741379310345,8075007365423.05,0.0,548.076439997921,2.02,-0.6142241379310345,-0.310638968070326,1.0575498695576095,5.0,0.6697137167819902,4.728207969101838,7.481756471392075,0.2528411487862937,0.974629446872637,0.9577493894325694,0.9111331337264938,0.9172853562045772
